Unnamed: 0,Ocupaciones,Habilidades
1605,6-1: Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado ,1-8-1: trabajar con maquinaria y equipo especializado 
1606,9-5: Vendedores ambulantes de servicios y afines ,1-6-12: lavar y mantener textiles y prendas de vestir 
1607,"6-3: Trabajadores agropecuarios, pescadores, cazadores y recolectores de subsistencia ","1-2-2: realizar estudios, investigaciones y análisis "
1608,"9-3: Peones de la minería, la construcción, la industria manufacturera y el transporte ",1-6-10: manipular animales 
1609,"6-3: Trabajadores agropecuarios, pescadores, cazadores y recolectores de subsistencia ",1-6-10: manipular animales 
1610,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-6-12: lavar y mantener textiles y prendas de vestir 
1611,9-5: Vendedores ambulantes de servicios y afines ,1-1-10: solucionar problemas 
1612,9-4: Ayudantes de preparación de alimentos ,1-3-6: preparar y servir alimentos y bebidas 
1613,6-1: Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado ,"1-1-7: promocionar, vender y comprar "
1614,9-5: Vendedores ambulantes de servicios y afines ,1-6-12: lavar y mantener textiles y prendas de vestir 
1615,9-5: Vendedores ambulantes de servicios y afines ,1-3-6: preparar y servir alimentos y bebidas 
1616,5-1: Trabajadores de los servicios personales ,1-3-2: ofrecer orientación 
1617,3-1: Profesionales de las ciencias y la ingeniería de nivel medio ,"1-8-8: instalar, mantener y reparar equipos mecánicos "
1618,7-1: Oficiales y operarios de la construcción excluyendo electricistas ,1-5-2: programar sistemas informáticos 
1619,3-2: Profesionales de nivel medio de la salud ,1-6-10: manipular animales 
1620,3-2: Profesionales de nivel medio de la salud ,1-1-3: actuar como enlace y crear redes de contactos 
1621,4-4: Otro personal de apoyo administrativo ,1-6-11: limpiar 
1622,7-3: Artesanos y operarios de las artes gráficas ,1-1-15: utilizar más de una lengua 
1623,2-2: Profesionales de la salud ,1-6-10: manipular animales 
1624,"2-6: Profesionales en derecho, en ciencias sociales y culturales ",1-1-3: actuar como enlace y crear redes de contactos 
1625,9-5: Vendedores ambulantes de servicios y afines ,"1-5-5: utilizar herramientas digitales para el trabajo colaborativo, la creación de contenidos y la resolución de problemas "
1626,4-4: Otro personal de apoyo administrativo ,1-6-3: mover y elevar 
1627,9-1: Limpiadores y asistentes ,"1-1-7: promocionar, vender y comprar "
1628,1-3: Directores y gerentes de producción y operaciones ,1-3-6: preparar y servir alimentos y bebidas 
1629,1-3: Directores y gerentes de producción y operaciones ,"1-2-9: realizar seguimiento, inspección y ensayos "
1630,5-4: Personal de los servicios de protección ,1-3-4: proteger y velar por el cumplimiento 
1631,9-5: Vendedores ambulantes de servicios y afines ,1-1-15: utilizar más de una lengua 
1632,8-2: Ensambladores ,1-8-2: operar maquinaria móvil 
1633,"9-3: Peones de la minería, la construcción, la industria manufacturera y el transporte ",1-8-3: conducir vehículos 
1634,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-3-7: prestar cuidados personales en general 
1635,5-2: Vendedores ,1-6-5: ocuparse de plantas y cultivos 
1636,2-5: Profesionales de tecnología de la información y las comunicaciones ,1-4-2: desarrollar objetivos y estrategias 
1637,1-3: Directores y gerentes de producción y operaciones ,1-2-3: documentar y registrar información 
1638,5-2: Vendedores ,"1-2-9: realizar seguimiento, inspección y ensayos "
1639,9-5: Vendedores ambulantes de servicios y afines ,1-3-6: preparar y servir alimentos y bebidas 
1640,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,"1-2-9: realizar seguimiento, inspección y ensayos "
1641,7-4: Trabajadores especializados en electricidad y la electrotecnología ,1-2-10: realizar seguimiento de avances en el ámbito de especialización 
1642,"3-4: Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines ",1-1-14: actuar y entretener 
1643,9-5: Vendedores ambulantes de servicios y afines ,1-1-6: prestar asesoramiento y consultoría 
1644,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-8-7: utilizar instrumentos y equipos de precisión 
1645,5-1: Trabajadores de los servicios personales ,1-1-2: negociar 
1646,5-4: Personal de los servicios de protección ,1-3-4: proteger y velar por el cumplimiento 
1647,5-1: Trabajadores de los servicios personales ,1-6-10: manipular animales 
1648,4-4: Otro personal de apoyo administrativo ,1-6-11: limpiar 
1649,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,"1-2-9: realizar seguimiento, inspección y ensayos "
1650,"6-3: Trabajadores agropecuarios, pescadores, cazadores y recolectores de subsistencia ",1-6-10: manipular animales 
1651,3-5: Técnicos de la tecnología de la información y las comunicaciones ,1-2-5: procesar información 
1652,1-3: Directores y gerentes de producción y operaciones ,1-1-4: enseñar y formar 
1653,9-5: Vendedores ambulantes de servicios y afines ,1-3-6: preparar y servir alimentos y bebidas 
1654,8-3: Conductores de vehículos y operadores de equipos pesados móviles ,1-3-1: prestar asistencia y cuidados 
1655,4-4: Otro personal de apoyo administrativo ,1-3-6: preparar y servir alimentos y bebidas 
1656,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ","1-2-2: realizar estudios, investigaciones y análisis "
1657,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-6-5: ocuparse de plantas y cultivos 
1658,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-1-14: actuar y entretener 
1659,1-3: Directores y gerentes de producción y operaciones ,1-2-7: calcular y estimar 
1660,8-2: Ensambladores ,1-8-2: operar maquinaria móvil 
1661,8-2: Ensambladores ,1-6-1: manipular y mover 
1662,3-5: Técnicos de la tecnología de la información y las comunicaciones ,1-6-10: manipular animales 
1663,3-2: Profesionales de nivel medio de la salud ,1-1-8: obtener información verbal 
1664,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-1-8: obtener información verbal 
1665,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-7-4: rematar estructuras interiores o exteriores 
1666,9-5: Vendedores ambulantes de servicios y afines ,1-6-5: ocuparse de plantas y cultivos 
1667,8-2: Ensambladores ,"1-6-9: colocar materiales, herramientas o equipos "
1668,"3-4: Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines ",1-6-10: manipular animales 
1669,4-3: Empleados contables y encargados del registro de materiales ,1-6-10: manipular animales 
1670,2-3: Profesionales de la enseñanza ,1-4-2: desarrollar objetivos y estrategias 
1671,4-2: Empleados en trato directo con el público ,1-4-8: reclutar y contratar 
1672,4-2: Empleados en trato directo con el público ,1-3-5: facilitar información y apoyo al público y a los clientes 
1673,2-3: Profesionales de la enseñanza ,1-3-2: ofrecer orientación 
1674,2-1: Profesionales de las ciencias y de la ingeniería ,1-5-4: acceder a y analizar datos digitales 
1675,4-4: Otro personal de apoyo administrativo ,1-3-6: preparar y servir alimentos y bebidas 
1676,4-1: Oficinistas ,"1-8-8: instalar, mantener y reparar equipos mecánicos "
1677,4-3: Empleados contables y encargados del registro de materiales ,1-2-3: documentar y registrar información 
1678,1-2: Directores administradores y comerciales ,1-3-4: proteger y velar por el cumplimiento 
1679,2-3: Profesionales de la enseñanza ,1-1-4: enseñar y formar 
1680,3-5: Técnicos de la tecnología de la información y las comunicaciones ,1-7-3: instalar infraestructura interior o exterior 
1681,5-3: Trabajadores de los cuidados personales ,"1-2-2: realizar estudios, investigaciones y análisis "
1682,4-3: Empleados contables y encargados del registro de materiales ,1-5-2: programar sistemas informáticos 
1683,1-2: Directores administradores y comerciales ,"1-6-7: elaborar moldes, formas, modelos y patrones "
1684,9-5: Vendedores ambulantes de servicios y afines ,1-6-12: lavar y mantener textiles y prendas de vestir 
1685,9-5: Vendedores ambulantes de servicios y afines ,1-1-2: negociar 
1686,9-5: Vendedores ambulantes de servicios y afines ,1-8-2: operar maquinaria móvil 
1687,"2-6: Profesionales en derecho, en ciencias sociales y culturales ",1-4-5: realizar tareas administrativas 
1688,2-5: Profesionales de tecnología de la información y las comunicaciones ,1-1-10: solucionar problemas 
1689,3-5: Técnicos de la tecnología de la información y las comunicaciones ,1-3-4: proteger y velar por el cumplimiento 
1690,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ","1-5-5: utilizar herramientas digitales para el trabajo colaborativo, la creación de contenidos y la resolución de problemas "
1691,4-1: Oficinistas ,1-8-3: conducir vehículos 
1692,9-5: Vendedores ambulantes de servicios y afines ,1-6-1: manipular y mover 
1693,2-3: Profesionales de la enseñanza ,1-6-10: manipular animales 
1694,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-2-10: realizar seguimiento de avances en el ámbito de especialización 
1695,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-5-6: utilizar herramientas digitales para controlar maquinaria 
1696,4-4: Otro personal de apoyo administrativo ,1-1-8: obtener información verbal 
1697,4-2: Empleados en trato directo con el público ,1-1-15: utilizar más de una lengua 
1698,4-3: Empleados contables y encargados del registro de materiales ,1-4-5: realizar tareas administrativas 
1699,1-2: Directores administradores y comerciales ,1-1-10: solucionar problemas 
1700,1-2: Directores administradores y comerciales ,"1-2-9: realizar seguimiento, inspección y ensayos "
1701,9-5: Vendedores ambulantes de servicios y afines ,"1-1-7: promocionar, vender y comprar "
1702,9-5: Vendedores ambulantes de servicios y afines ,1-6-12: lavar y mantener textiles y prendas de vestir 
1703,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-3-6: preparar y servir alimentos y bebidas 
1704,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ","1-2-9: realizar seguimiento, inspección y ensayos "
1705,4-2: Empleados en trato directo con el público ,1-1-15: utilizar más de una lengua 
1706,9-4: Ayudantes de preparación de alimentos ,"1-2-9: realizar seguimiento, inspección y ensayos "
1707,9-5: Vendedores ambulantes de servicios y afines ,"1-1-7: promocionar, vender y comprar "
1708,2-3: Profesionales de la enseñanza ,1-1-8: obtener información verbal 
1709,5-1: Trabajadores de los servicios personales ,1-5-1: trabajar con ordenadores 
1710,8-1: Operadores de instalaciones fijas y máquinas ,1-8-6: operar maquinaria para la fabricación de productos 
1711,5-2: Vendedores ,1-6-5: ocuparse de plantas y cultivos 
1712,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-6-5: ocuparse de plantas y cultivos 
1713,7-3: Artesanos y operarios de las artes gráficas ,"1-1-1: comunicación, colaboración y creatividad "
1714,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-4-8: reclutar y contratar 
1715,5-1: Trabajadores de los servicios personales ,1-8-7: utilizar instrumentos y equipos de precisión 
1716,9-5: Vendedores ambulantes de servicios y afines ,1-6-3: mover y elevar 
1717,2-5: Profesionales de tecnología de la información y las comunicaciones ,1-3-2: ofrecer orientación 
1718,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ",1-7-4: rematar estructuras interiores o exteriores 
1719,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ","1-8-8: instalar, mantener y reparar equipos mecánicos "
1720,5-1: Trabajadores de los servicios personales ,1-2-7: calcular y estimar 
1721,4-2: Empleados en trato directo con el público ,1-6-11: limpiar 
1722,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-8-4: operar vehículos acuáticos 
1723,2-1: Profesionales de las ciencias y de la ingeniería ,"1-2-9: realizar seguimiento, inspección y ensayos "
1724,4-1: Oficinistas ,"1-2-9: realizar seguimiento, inspección y ensayos "
1725,8-3: Conductores de vehículos y operadores de equipos pesados móviles ,1-1-13: escribir y redactar 
1726,1-2: Directores administradores y comerciales ,1-2-7: calcular y estimar 
1727,"7-5: Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines ","1-4-3: organizar, planificar y programar trabajo y actividades "
1728,8-1: Operadores de instalaciones fijas y máquinas ,1-8-5: operar maquinaria para la extracción y la transformación de materias primas 
1729,1-2: Directores administradores y comerciales ,1-1-5: presentar información 
